nome,idade,email,genero,cep,cidade_estado,bairro,user_ativo,produto,produto_valor,data_compra
Carl Blackwell,40,anafreisa.teste@gmail.com,F,4461025,São Paulo/SP,Vila Emir,0,Vinho Tinto,69.9,2021-02-02
Nancy Scott,44,anafreisa.teste@gmail.com,M,54771430,Camaragibe/PE,Alberto Maia,0,Cerveja,4.0,2021-03-10
Kathleen Kelly,31,anafreisa.teste@gmail.com,F,72260687,Brasília/DF,Ceilândia Norte (Ceilândia),0,whisky,129.0,2021-03-12
Krystal Herrera,28,anafreisa.teste@gmail.com,F,86061090,Londrina/PR,Araxá,1,Tequila,95.99,2021-03-30
Amanda Reed,66,anafreisa.teste@gmail.com,F,55020090,Caruaru/PE,Riachão,0,Vodka,33.8,2021-03-08
Colleen Paul,33,anafreisa.teste@gmail.com,M,88706701,Tubarão/SC,Campestre,0,whisky,129.0,2021-03-09
Susan Douglas,21,anafreisa.teste@gmail.com,F,55014805,Caruaru/PE,Maurício de Nassau,0,Cerveja,4.0,2021-03-10
Jared Chavez,51,anafreisa.teste@gmail.com,M,41510799,Salvador/BA,São Cristóvão,0,Vinho Tinto,69.9,2021-03-09
Samuel Ross,33,anafreisa.teste@gmail.com,M,37045164,Varginha/MG,Imperial II,0,Vinho Tinto,69.9,2021-03-07
Susan Clark,23,anafreisa.teste@gmail.com,M,89066193,Blumenau/SC,Itoupava Central,0,Cerveja,4.0,2021-03-11
Dominic Thompson,28,anafreisa.teste@gmail.com,F,54771730,Camaragibe/PE,Alberto Maia,1,Refrigerante Cola,3.5,2021-03-25
Vicki Wood,33,anafreisa.teste@gmail.com,F,3123140,São Paulo/SP,Mooca,1,Refrigerante Cola,3.5,2021-03-24
Jeanne Weiss,28,anafreisa.teste@gmail.com,M,18302285,Capão Bonito/SP,Vila São Paulo,0,Tequila,95.99,2021-03-06
Michelle Ferrell,23,anafreisa.teste@gmail.com,M,88503314,Lages/SC,Vila Nova,1,Água,2.29,2021-03-24
Gloria Reyes,41,anafreisa.teste@gmail.com,M,14170050,Sertãozinho/SP,Jardim Brasília,0,Cerveja,4.0,2021-03-10
Lauren Delacruz,49,anafreisa.teste@gmail.com,M,91260421,Porto Alegre/RS,Mário Quintana,0,Refrigerante Cola,3.5,2021-03-04
Grant Martin,36,anafreisa.teste@gmail.com,M,29030011,Vitória/ES,São Pedro,1,Vinho Branco,56.9,2021-03-27
Travis Nelson,30,anafreisa.teste@gmail.com,F,14040310,Ribeirão Preto/SP,Jardim Recreio,0,Água com gás,3.29,2021-02-13
Devin Bell,34,anafreisa.teste@gmail.com,M,40390105,Salvador/BA,São Caetano,0,Vinho Tinto,69.9,2021-03-21
Raymond Black,53,anafreisa.teste@gmail.com,F,66093543,Belém/PA,Marco,0,Cerveja,4.0,2021-03-14
Nicole Nelson,45,anafreisa.teste@gmail.com,M,31530630,Belo Horizonte/MG,Rio Branco,0,Refrigerante Guaraná,2.3,2021-03-15
Scott Mcdaniel,48,anafreisa.teste@gmail.com,F,8588020,Itaquaquecetuba/SP,Jardim Mossapyra,0,Vinho Tinto,69.9,2021-02-15
Alan Floyd,46,anafreisa.teste@gmail.com,M,66025180,Belém/PA,Jurunas,0,Vinho Branco,56.9,2021-03-11
Rachel Garrison,33,anafreisa.teste@gmail.com,M,77413470,Gurupi/TO,Vila Iris,0,Refrigerante Guaraná,2.3,2021-03-03
Valerie Harrison,38,anafreisa.teste@gmail.com,F,26495110,Japeri/RJ,Parque Triunfo,1,Refrigerante Cola,3.5,2021-03-30
Fernando Johnson,42,anafreisa.teste@gmail.com,F,7143130,Guarulhos/SP,Jardim Sueli,0,Refrigerante Guaraná,2.3,2021-03-22
Laura Clark DDS,32,anafreisa.teste@gmail.com,F,8504030,Ferraz de Vasconcelos/SP,Jardim São José,1,whisky,129.0,2021-03-27
Michele Contreras,31,anafreisa.teste@gmail.com,M,23032080,Rio de Janeiro/RJ,Guaratiba,0,Tequila,95.99,2021-03-15
Robert Mason,57,anafreisa.teste@gmail.com,M,7241570,Guarulhos/SP,Vila Izabel,0,Cerveja,4.0,2021-03-08
Jerry Foster,37,anafreisa.teste@gmail.com,M,4844580,São Paulo/SP,Jardim São Bernardo,1,Vinho Branco,56.9,2021-03-25
Rachel Lowery,66,anafreisa.teste@gmail.com,M,5425040,São Paulo/SP,Pinheiros,0,Vinho Tinto,69.9,2021-03-15
Andre Phillips,60,anafreisa.teste@gmail.com,M,41480085,Salvador/BA,Mussurunga II,0,Tequila,95.99,2021-03-22
Morgan Mccullough,57,anafreisa.teste@gmail.com,F,17211150,Jaú/SP,Vila Quinze de Novembro,0,Refrigerante Cola,3.5,2021-02-26
Stephanie Brown,44,anafreisa.teste@gmail.com,M,6542060,Santana de Parnaíba/SP,Alphaville,0,Refrigerante Guaraná,2.3,2021-03-15
Jason Dean,27,anafreisa.teste@gmail.com,F,87211362,Cianorte/PR,Parque Metropolitano,1,Vinho Branco,56.9,2021-03-25
Tyler French,28,anafreisa.teste@gmail.com,M,9425020,Ribeirão Pires/SP,Bocaina,1,Refrigerante Guaraná,2.3,2021-03-31
Jill Rivera,56,anafreisa.teste@gmail.com,M,41280250,Salvador/BA,Marechal Rondon,1,Vinho Branco,56.9,2021-03-30
Alex Tran,38,anafreisa.teste@gmail.com,M,81570560,Curitiba/PR,Uberaba,0,Vinho Tinto,69.9,2021-03-15
Alexis Peterson,31,anafreisa.teste@gmail.com,F,71575145,Brasília/DF,Paranoá,0,Água com gás,3.29,2021-03-07
Justin Anderson,61,anafreisa.teste@gmail.com,M,4618010,São Paulo/SP,Campo Belo,0,Vodka,33.8,2021-03-06
Craig Mitchell,34,anafreisa.teste@gmail.com,F,76913764,Ji-Paraná/RO,Riachuelo,1,Cerveja,4.0,2021-03-29
Tamara Branch,19,anafreisa.teste@gmail.com,M,75229000,Santo Antônio da Esperança (Santa Cruz de Goiás)/GO  - Distrito,,1,Tequila,95.99,2021-03-26
John Calderon,37,anafreisa.teste@gmail.com,F,42704110,Lauro de Freitas/BA,Vila Praiana,0,Cerveja,4.0,2021-03-05
Jacqueline Bray,29,anafreisa.teste@gmail.com,M,55614096,Vitória de Santo Antão/PE,Lídia Queiroz,0,Refrigerante Guaraná,2.3,2021-03-03
Robert Parker,24,anafreisa.teste@gmail.com,M,30610170,Belo Horizonte/MG,Indústrias I (Barreiro),0,Cerveja,4.0,2021-02-01
Wendy Taylor,29,anafreisa.teste@gmail.com,M,19901660,Ourinhos/SP,Jardim Matilde,0,Vinho Tinto,69.9,2021-03-12
Michael Spence,16,anafreisa.teste@gmail.com,M,59060265,Natal/RN,Bom Pastor,1,Vinho Tinto,69.9,2021-03-23
Barbara Carlson,30,anafreisa.teste@gmail.com,M,88040355,Florianópolis/SC,Pantanal,0,Cerveja,4.0,2021-03-07
Terri Cameron,35,anafreisa.teste@gmail.com,M,44097684,Feira de Santana/BA,Limoeiro,0,Vodka,33.8,2021-03-04
Angela Kelly,35,anafreisa.teste@gmail.com,F,55819640,Carpina/PE,Bairro Novo,0,Refrigerante Cola,3.5,2021-03-06
Juan Vang,69,anafreisa.teste@gmail.com,M,12954093,Atibaia/SP,Jardim Brogotá,0,Cerveja,4.0,2021-03-22
Jared Fowler,19,anafreisa.teste@gmail.com,M,30626600,Belo Horizonte/MG,Flávio de Oliveira (Barreiro),0,Cerveja,4.0,2021-01-31
Kristin Fischer,22,anafreisa.teste@gmail.com,M,17015340,Bauru/SP,Centro,0,whisky,129.0,2021-03-11
Amber Garcia,42,anafreisa.teste@gmail.com,M,4314030,São Paulo/SP,Vila Guarani (Z Sul),0,whisky,129.0,2021-03-21
Darius Aguilar,66,anafreisa.teste@gmail.com,M,60349200,Fortaleza/CE,Vila Velha,0,Refrigerante Guaraná,2.3,2021-03-16
Valerie Cunningham,50,anafreisa.teste@gmail.com,F,42704570,Lauro de Freitas/BA,Vila Praiana,1,Água,2.29,2021-03-24
Kevin Williams,35,anafreisa.teste@gmail.com,F,18407020,Itapeva/SP,Jardim Maringá,0,Cerveja,4.0,2021-01-31
Michele Meyer,23,anafreisa.teste@gmail.com,M,75085847,Anápolis/GO,Residencial Portal do Cerrado,0,Vinho Branco,56.9,2021-03-20
Sarah Perez,51,anafreisa.teste@gmail.com,M,81820036,Curitiba/PR,Pinheirinho,1,Vodka,33.8,2021-03-25
Douglas Galvan,40,anafreisa.teste@gmail.com,F,66625330,Belém/PA,Cabanagem,1,Refrigerante Guaraná,2.3,2021-03-30
James Allen,29,anafreisa.teste@gmail.com,F,58433269,Campina Grande/PB,Malvinas,0,whisky,129.0,2021-03-07
Wesley Nichols,24,anafreisa.teste@gmail.com,M,93222758,Sapucaia do Sul/RS,Vargas,1,Vinho Tinto,69.9,2021-03-30
Benjamin Cochran,47,anafreisa.teste@gmail.com,M,71660040,Brasília/DF,Setor de Habitações Individuais Sul,0,Tequila,95.99,2021-03-22
Eric Lyons,32,anafreisa.teste@gmail.com,M,22631905,Rio de Janeiro/RJ,Barra da Tijuca,1,Vinho Tinto,69.9,2021-03-29
Amanda Harmon,39,anafreisa.teste@gmail.com,F,34015250,Nova Lima/MG,Jardins de Petrópolis,1,whisky,129.0,2021-03-25
Larry Whitaker,24,anafreisa.teste@gmail.com,M,32611680,Betim/MG,Parque do Cedro (Icaivera),0,Refrigerante Guaraná,2.3,2021-02-17
Taylor Hayes,62,anafreisa.teste@gmail.com,M,26453100,Japeri/RJ,Jardim São João,1,Vodka,33.8,2021-03-26
Mitchell Oliver,30,anafreisa.teste@gmail.com,F,85815341,Cascavel/PR,Brasília,1,Refrigerante Guaraná,2.3,2021-03-24
Ashley Rice,52,anafreisa.teste@gmail.com,F,36062325,Juiz de Fora/MG,Santos Anjos,0,Cerveja,4.0,2021-03-18
Eric Payne,35,anafreisa.teste@gmail.com,M,17604231,Tupã/SP,Vila das Indústrias,1,Refrigerante Cola,3.5,2021-03-25
Thomas Miller,51,anafreisa.teste@gmail.com,M,70253500,Brasília/DF,Asa Sul,0,Vinho Tinto,69.9,2021-03-14
Peter Ford DDS,51,anafreisa.teste@gmail.com,F,86058150,Londrina/PR,Esperança,0,Vinho Branco,56.9,2021-03-05
Michael Jackson,56,anafreisa.teste@gmail.com,M,91120653,Porto Alegre/RS,Sarandi,0,Vinho Branco,56.9,2021-03-02
Dr. Michael Young,29,anafreisa.teste@gmail.com,F,69313630,Boa Vista/RR,Caranã,1,Vinho Branco,56.9,2021-03-27
Karen Christensen,74,anafreisa.teste@gmail.com,M,19062339,Presidente Prudente/SP,Residencial Parque dos Girassóis,0,Tequila,95.99,2021-03-13
Taylor Hawkins,42,anafreisa.teste@gmail.com,F,72333573,Brasília/DF,Samambaia Norte (Samambaia),0,Vinho Branco,56.9,2021-03-05
Sandra Hudson,35,anafreisa.teste@gmail.com,M,90040411,Porto Alegre/RS,Azenha,1,Vinho Branco,56.9,2021-03-30
Lisa Dunn DDS,31,anafreisa.teste@gmail.com,M,59616070,Mossoró/RN,Santa Delmira,0,Vinho Tinto,69.9,2021-03-19
David Collins,42,anafreisa.teste@gmail.com,F,33821445,Ribeirão das Neves/MG,Belvedere,1,Refrigerante Guaraná,2.3,2021-03-26
Kendra Anderson,53,anafreisa.teste@gmail.com,F,72600121,Brasília/DF,Recanto das Emas,0,Vinho Tinto,69.9,2021-03-21
Claudia Lewis,24,anafreisa.teste@gmail.com,M,25976045,Teresópolis/RJ,Artistas,0,Tequila,95.99,2021-03-19
Jennifer Salazar,23,anafreisa.teste@gmail.com,M,11431220,Guarujá/SP,Jardim Primavera,0,Vodka,33.8,2021-03-03
Stacy Rogers,28,anafreisa.teste@gmail.com,M,25810470,Três Rios/RJ,Monte Castelo,0,Cerveja,4.0,2021-03-21
Beth Jones,31,anafreisa.teste@gmail.com,M,6773350,Taboão da Serra/SP,Jardim Sílvio Sampaio,0,Vinho Branco,56.9,2021-03-02
Kimberly Green,25,anafreisa.teste@gmail.com,F,71539720,Brasília/DF,Setor de Mansões do Lago Norte,0,Vinho Tinto,69.9,2021-03-02
Mark Edwards,45,anafreisa.teste@gmail.com,M,85064180,Guarapuava/PR,Imóvel Morro Alto,1,Tequila,95.99,2021-03-27
John Camacho,31,anafreisa.teste@gmail.com,M,7124670,Guarulhos/SP,Parque Continental,0,whisky,129.0,2021-03-09
Andrea Martin,45,anafreisa.teste@gmail.com,M,8223125,São Paulo/SP,Cidade Antônio Estevão de Carvalho,0,whisky,129.0,2021-03-18
Ray Frye PhD,50,anafreisa.teste@gmail.com,M,24847110,Itaboraí/RJ,Granjas Mirassol (Pachecos),1,Vinho Branco,56.9,2021-03-30
Theresa Wilson,33,anafreisa.teste@gmail.com,M,79051710,Campo Grande/MS,Jardim Auxiliadora,0,Vodka,33.8,2021-03-21
Sharon Benton,45,anafreisa.teste@gmail.com,M,5814120,São Paulo/SP,Jardim Ibirapuera,1,Vodka,33.8,2021-03-27
Brittany Hebert DDS,38,anafreisa.teste@gmail.com,F,14811510,Araraquara/SP,Parque São Paulo (Vila Xavier),0,Refrigerante Guaraná,2.3,2021-02-20
Michelle Gomez,54,anafreisa.teste@gmail.com,F,25932535,Magé/RJ,Fazenda Sobradinho (Vila Inhomirim),0,Vodka,33.8,2021-03-13
Charlotte Harrell,37,anafreisa.teste@gmail.com,F,35920970,Nova Era/MG,Centro,0,Vinho Tinto,69.9,2021-03-20
Joseph Gray,55,anafreisa.teste@gmail.com,M,44094006,Feira de Santana/BA,35º BI,0,Cerveja,4.0,2021-03-13
Christopher Bryant,34,anafreisa.teste@gmail.com,M,4106061,São Paulo/SP,Vila Mariana,1,Refrigerante Guaraná,2.3,2021-03-25
Melissa Mcpherson,45,anafreisa.teste@gmail.com,F,26515477,Nilópolis/RJ,Centro,0,whisky,129.0,2021-03-13
Samantha Medina,39,anafreisa.teste@gmail.com,F,17055021,Bauru/SP,Vila Alto Paraíso,0,Refrigerante Cola,3.5,2021-03-20
James Johnson,41,anafreisa.teste@gmail.com,M,27514110,Resende/RJ,Jardim Brasília,1,Tequila,95.99,2021-03-26
Joseph Webb MD,31,anafreisa.teste@gmail.com,M,6835500,Embu das Artes/SP,Jardim Santo Antônio,0,Água,2.29,2021-03-07
Christine Gilbert,28,anafreisa.teste@gmail.com,M,22763685,Rio de Janeiro/RJ,Freguesia (Jacarepaguá),0,Vinho Branco,56.9,2021-03-02
Michael Martinez,67,anafreisa.teste@gmail.com,M,6233350,Osasco/SP,I.A.P.I.,0,whisky,129.0,2021-03-20
Anthony Banks,42,anafreisa.teste@gmail.com,M,73368110,Brasília/DF,Arapoanga (Planaltina),1,Vinho Branco,56.9,2021-03-30
Thomas Ortiz,42,anafreisa.teste@gmail.com,M,14178206,Sertãozinho/SP,Conjunto Habitacional Áurea Mendes Gimenes,0,Vinho Tinto,69.9,2021-03-19
Julie Davis,44,anafreisa.teste@gmail.com,M,35765970,Cachoeira da Prata/MG,Centro,0,Tequila,95.99,2021-03-14
Nicole Jordan,49,anafreisa.teste@gmail.com,F,58300730,Santa Rita/PB,Vila Tibiri,1,Vinho Tinto,69.9,2021-03-31
Kelly Kelly,47,anafreisa.teste@gmail.com,M,4911070,São Paulo/SP,Guarapiranga,0,Vodka,33.8,2021-03-18
Brittany Pena,53,anafreisa.teste@gmail.com,M,27963782,Macaé/RJ,Parque Atlântico,0,whisky,129.0,2021-03-12
Mikayla Palmer,42,anafreisa.teste@gmail.com,M,93025420,São Leopoldo/RS,Vicentina,0,Vinho Branco,56.9,2021-03-04
Shawn Walker,32,anafreisa.teste@gmail.com,F,84264650,Telêmaco Borba/PR,Vila São Francisco de Assis,0,Tequila,95.99,2021-03-22
Michael Williams,21,anafreisa.teste@gmail.com,M,13023908,Campinas/SP,Vila Itapura,0,whisky,129.0,2021-03-14
Daniel Collins,45,anafreisa.teste@gmail.com,M,38060160,Uberaba/MG,Conjunto Treze de Maio,0,whisky,129.0,2021-03-18
Kimberly Campos,57,anafreisa.teste@gmail.com,M,84061412,Ponta Grossa/PR,Contorno,0,Vinho Branco,56.9,2021-03-17
Jeffrey Fisher,63,anafreisa.teste@gmail.com,F,91180410,Porto Alegre/RS,Parque Santa Fé,0,whisky,129.0,2021-03-17
Sean Winters,35,anafreisa.teste@gmail.com,F,24460020,São Gonçalo/RJ,Centro,0,Vinho Tinto,69.9,2021-03-12
Erin Acosta,35,anafreisa.teste@gmail.com,F,33840380,Ribeirão das Neves/MG,Rosaneves,0,Vinho Branco,56.9,2021-02-22
Susan Harmon,38,anafreisa.teste@gmail.com,F,6447330,Barueri/SP,Jardim Júlio,0,Vinho Tinto,69.9,2021-02-20
Thomas Fisher,26,anafreisa.teste@gmail.com,M,15703306,Jales/SP,Jardim Castelo,1,Vinho Tinto,69.9,2021-03-30
Lorraine Henderson,44,anafreisa.teste@gmail.com,M,25570790,São João de Meriti/RJ,Sítio dos Gansos,0,Refrigerante Cola,3.5,2021-03-18
Sandra Garcia,48,anafreisa.teste@gmail.com,M,53230570,Olinda/PE,Jardim Brasil,0,Cerveja,4.0,2021-03-08
Erin Powers,54,anafreisa.teste@gmail.com,F,78721015,Rondonópolis/MT,Jardim das Flores,0,Cerveja,4.0,2021-03-11
Cheryl Nichols,52,anafreisa.teste@gmail.com,F,20760120,Rio de Janeiro/RJ,Inhaúma,0,Refrigerante Guaraná,2.3,2021-03-04
David Weber,47,anafreisa.teste@gmail.com,M,6716235,Cotia/SP,Jardim Barro Branco,0,Refrigerante Cola,3.5,2021-03-12
Martha Diaz,41,anafreisa.teste@gmail.com,F,4663900,São Paulo/SP,Jardim Marajoara,0,Refrigerante Cola,3.5,2021-03-19
Jonathon Smith,20,anafreisa.teste@gmail.com,M,86812330,Apucarana/PR,Núcleo Habitacional Castelo Branco,0,Refrigerante Guaraná,2.3,2021-03-07
Allen Jackson,33,anafreisa.teste@gmail.com,M,6824130,Embu das Artes/SP,Jardim da Luz,1,Cerveja,4.0,2021-03-24
Kristen Smith,24,anafreisa.teste@gmail.com,M,5874130,São Paulo/SP,Parque Novo Santo Amaro,0,Água,2.29,2021-03-08
Allison Sanders,31,anafreisa.teste@gmail.com,M,86600165,Rolândia/PR,Centro,0,Cerveja,4.0,2021-03-05
Timothy Bautista,27,anafreisa.teste@gmail.com,F,85803240,Cascavel/PR,Santa Felicidade,0,Vinho Branco,56.9,2021-03-08
Frank Ramos,37,anafreisa.teste@gmail.com,M,74937440,Aparecida de Goiânia/GO,Cidade Vera Cruz,1,Vodka,33.8,2021-03-24
Emily Jensen DDS,24,anafreisa.teste@gmail.com,F,70210065,Brasília/DF,Vila da Telebrasília,0,Vinho Tinto,69.9,2021-03-11
Ann Bailey,37,anafreisa.teste@gmail.com,F,33060118,Santa Luzia/MG,Bom Destino,0,Vinho Branco,56.9,2021-03-17
Evan Brown,30,anafreisa.teste@gmail.com,M,79022090,Campo Grande/MS,Vila Giocondo Orsi,0,Cerveja,4.0,2021-03-16
Vanessa Butler,31,anafreisa.teste@gmail.com,F,64029265,Teresina/PI,Santo Antônio,1,Tequila,95.99,2021-03-26
Chelsea Martin,58,anafreisa.teste@gmail.com,F,3805060,São Paulo/SP,Parque Boturussu,0,Refrigerante Guaraná,2.3,2021-02-03
Marcus Dunn,26,anafreisa.teste@gmail.com,F,78043538,Cuiabá/MT,Quilombo,0,Vinho Tinto,69.9,2021-03-17
Sally Davis,39,anafreisa.teste@gmail.com,F,57036680,Maceió/AL,Jatiúca,0,Vinho Tinto,69.9,2021-03-14
John Duffy,25,anafreisa.teste@gmail.com,M,3617070,São Paulo/SP,Vila Marieta,0,Tequila,95.99,2021-03-16
Mark Lee,68,anafreisa.teste@gmail.com,M,4125090,São Paulo/SP,Vila Firmiano Pinto,0,Tequila,95.99,2021-03-07
Kevin Jones,23,anafreisa.teste@gmail.com,F,4039034,São Paulo/SP,Vila Clementino,0,Cerveja,4.0,2021-03-19
Christopher Henderson,69,anafreisa.teste@gmail.com,M,66650415,Belém/PA,Coqueiro,0,Refrigerante Cola,3.5,2021-03-07
Jennifer Woods,15,anafreisa.teste@gmail.com,F,93218685,Sapucaia do Sul/RS,São José,0,Tequila,95.99,2021-03-04
Molly Roberts,42,anafreisa.teste@gmail.com,F,68511050,Marabá/PA,Nova Marabá,1,Tequila,95.99,2021-03-26
Kristina Garrison,29,anafreisa.teste@gmail.com,M,41480240,Salvador/BA,Mussurunga II,0,Água,2.29,2021-03-21
Michael Smith,25,anafreisa.teste@gmail.com,M,15801320,Catanduva/SP,Centro,0,Vodka,33.8,2021-03-06
David Clark,54,anafreisa.teste@gmail.com,M,18615029,Botucatu/SP,Jardim Maria Luiza,0,Tequila,95.99,2021-03-15
Eric Fowler,32,anafreisa.teste@gmail.com,M,91720394,Porto Alegre/RS,Nonoai,0,Vinho Tinto,69.9,2021-03-09
Stephanie Fowler,38,anafreisa.teste@gmail.com,M,8597110,Itaquaquecetuba/SP,Vila Celeste,1,Cerveja,4.0,2021-03-29
Michelle Hamilton,51,anafreisa.teste@gmail.com,M,74922696,Aparecida de Goiânia/GO,Sítios Santa Luzia,0,whisky,129.0,2021-03-09
Michael Charles,23,anafreisa.teste@gmail.com,F,8485100,São Paulo/SP,Conjunto Habitacional Santa Etelvina II,1,Vodka,33.8,2021-03-24
Matthew Knox,23,anafreisa.teste@gmail.com,M,75510060,Itumbiara/GO,Social,0,Vinho Tinto,69.9,2021-03-05
Robert Santana,24,anafreisa.teste@gmail.com,M,41720090,Salvador/BA,Imbuí,0,Refrigerante Cola,3.5,2021-03-20
Wendy Mejia,33,anafreisa.teste@gmail.com,M,57315140,Arapiraca/AL,Senador Arnon de Melo,0,Refrigerante Guaraná,2.3,2021-03-11
Melissa Ray,34,anafreisa.teste@gmail.com,M,25936110,Magé/RJ,Jardim Nazareno (Vila Inhomirim),1,Refrigerante Cola,3.5,2021-03-28
Regina Mathis,23,anafreisa.teste@gmail.com,F,21044350,Rio de Janeiro/RJ,Maré,0,Refrigerante Guaraná,2.3,2021-03-22
Laura Blake DDS,37,anafreisa.teste@gmail.com,M,8540510,Ferraz de Vasconcelos/SP,CDHU Fazenda Itajuíbe,0,Cerveja,4.0,2021-03-08
Krystal Hall,54,anafreisa.teste@gmail.com,F,26413236,Japeri/RJ,Parque Marabá,0,whisky,129.0,2021-03-11
Joy Olsen,52,anafreisa.teste@gmail.com,F,54410145,Jaboatão dos Guararapes/PE,Piedade,1,Cerveja,4.0,2021-03-25
Kimberly Bishop,42,anafreisa.teste@gmail.com,M,66113861,Belém/PA,Telégrafo Sem Fio,0,Vinho Tinto,69.9,2021-03-04
Johnathan Higgins,16,anafreisa.teste@gmail.com,F,74420464,Goiânia/GO,Vila Santa Rita Acréscimo,0,whisky,129.0,2021-03-08
Ashlee Harvey,27,anafreisa.teste@gmail.com,F,73252200,Brasília/DF,Região dos Lagos (Sobradinho),0,Cerveja,4.0,2021-03-15
Alan Perez,22,anafreisa.teste@gmail.com,M,8640644,Suzano/SP,Parque Cerejeiras,0,Refrigerante Cola,3.5,2021-03-14
Ashley Daniel,24,anafreisa.teste@gmail.com,F,25245082,Duque de Caxias/RJ,Chácaras Rio-Petrópolis,0,Vinho Tinto,69.9,2021-02-22
Jimmy Hernandez,22,anafreisa.teste@gmail.com,F,2873680,São Paulo/SP,Jardim Elisa Maria,0,Vinho Branco,56.9,2021-03-13
Sandra Murray,23,anafreisa.teste@gmail.com,M,57025790,Maceió/AL,Poço,0,Água,2.29,2021-03-11
Geoffrey Ford,39,anafreisa.teste@gmail.com,M,26382580,Queimados/RJ,Três Fontes,0,Vinho Branco,56.9,2021-03-06
Terri Sanders,51,anafreisa.teste@gmail.com,F,24901735,Maricá/RJ,Araçatiba,0,Refrigerante Cola,3.5,2021-02-24
Robert Walker,31,anafreisa.teste@gmail.com,F,54730750,São Lourenço da Mata/PE,Pixete,1,whisky,129.0,2021-03-28
Jody Schultz,36,anafreisa.teste@gmail.com,M,72500103,Brasília/DF,Santa Maria,0,Refrigerante Cola,3.5,2021-03-22
David Espinoza,58,anafreisa.teste@gmail.com,M,18681010,Lençóis Paulista/SP,Vila Mamedina,0,Vinho Branco,56.9,2021-03-14
Crystal Hayes,40,anafreisa.teste@gmail.com,F,12093851,Taubaté/SP,Chácara Belo Horizonte,0,Tequila,95.99,2021-02-20
Matthew Nash,46,anafreisa.teste@gmail.com,M,76385305,Goianésia/GO,Vila Nova Aurora,0,Água,2.29,2021-03-08
Mr. Jeremy Price,42,anafreisa.teste@gmail.com,M,9015720,Santo André/SP,Casa Branca,0,Refrigerante Guaraná,2.3,2021-03-17
Amy Stein,23,anafreisa.teste@gmail.com,M,84032436,Ponta Grossa/PR,Cará-cará,1,Vinho Tinto,69.9,2021-03-27
Cheyenne Stout,35,anafreisa.teste@gmail.com,F,60340762,Fortaleza/CE,Floresta,0,Tequila,95.99,2021-03-13
Kayla Hernandez,21,anafreisa.teste@gmail.com,F,59056770,Natal/RN,Lagoa Nova,0,Refrigerante Guaraná,2.3,2021-03-02
Kevin Kane,34,anafreisa.teste@gmail.com,M,60351260,Fortaleza/CE,Olavo Oliveira,0,Cerveja,4.0,2021-03-16
Ashley Smith,74,anafreisa.teste@gmail.com,M,36773112,Cataguases/MG,Jardim Bandeirantes I,1,Cerveja,4.0,2021-03-26
Katherine Leon,46,anafreisa.teste@gmail.com,M,78750480,Rondonópolis/MT,Jardim Rui Barbosa,1,Tequila,95.99,2021-03-26
Veronica Brady,43,anafreisa.teste@gmail.com,M,59630510,Mossoró/RN,Rincão,1,Refrigerante Cola,3.5,2021-03-28
Tammy Woodward,22,anafreisa.teste@gmail.com,F,88900025,Araranguá/SC,Centro,0,Refrigerante Cola,3.5,2021-03-18
Barry Contreras,48,anafreisa.teste@gmail.com,M,78740012,Rondonópolis/MT,Vila Aurora I,0,Refrigerante Guaraná,2.3,2021-03-05
Megan Bryant,35,anafreisa.teste@gmail.com,F,18044458,Sorocaba/SP,Jardim das Magnólias,0,Vinho Tinto,69.9,2021-03-19
Daniel Pearson,27,anafreisa.teste@gmail.com,F,87047030,Maringá/PR,Jardim Liberdade,0,Cerveja,4.0,2021-03-12
Debra Montgomery,34,anafreisa.teste@gmail.com,F,9895520,São Bernardo do Campo/SP,Planalto,0,Refrigerante Cola,3.5,2021-02-21
Calvin Daniels,41,anafreisa.teste@gmail.com,M,5762500,São Paulo/SP,Parque Ipê,0,Vinho Branco,56.9,2021-03-07
Crystal Reyes,43,anafreisa.teste@gmail.com,F,89813182,Chapecó/SC,Seminário,0,Cerveja,4.0,2021-03-22
Marissa Russell,27,anafreisa.teste@gmail.com,F,24808176,Itaboraí/RJ,Ampliação,0,Vinho Branco,56.9,2021-03-07
Joseph Figueroa,21,anafreisa.teste@gmail.com,M,74390780,Goiânia/GO,Vila São Paulo,0,whisky,129.0,2021-03-16
Shannon White,48,anafreisa.teste@gmail.com,F,38035255,Uberaba/MG,Princesa do Sertão,1,Água com gás,3.29,2021-03-26
Kathleen Allen,49,anafreisa.teste@gmail.com,M,35670972,Mateus Leme/MG,Centro,0,Cerveja,4.0,2021-03-18
Kimberly Cunningham,66,anafreisa.teste@gmail.com,M,79002951,Campo Grande/MS,Centro,0,Vinho Branco,56.9,2021-03-22
Morgan Pruitt,66,anafreisa.teste@gmail.com,M,55196055,Santa Cruz do Capibaribe/PE,Bela Vista,1,Tequila,95.99,2021-03-25
Melissa Smith,70,anafreisa.teste@gmail.com,M,3073010,São Paulo/SP,Maranhão,0,Tequila,95.99,2021-03-22
Christine Miller,19,anafreisa.teste@gmail.com,M,83020790,São José dos Pinhais/PR,Braga,0,whisky,129.0,2021-03-15
Rebecca Jones,52,anafreisa.teste@gmail.com,F,4860060,São Paulo/SP,Jardim São Rafael,0,Cerveja,4.0,2021-03-08
